level,source,target,journal
citation 6,Environmental Science & Technology,"POLISH RIVER BASINS AND LAKES: BIOLOGICAL STATUS AND WATER MANAGEMENT, PT II","Polish River Basins And Lakes: Biological Status And Water Management, Pt Ii"
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,Environmental Science & Technology Letters
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,CHEMOSPHERE,Chemosphere
citation 6,Environmental Science & Technology,CHEMOSPHERE,Chemosphere
citation 6,Environmental Science & Technology,ENDOCRINOLOGY,Endocrinology
citation 6,Environmental Science & Technology,SUSTAINABLE CHEMISTRY AND PHARMACY,Sustainable Chemistry And Pharmacy
citation 6,Environmental Science & Technology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 6,Environmental Science & Technology,CANADIAN PHARMACISTS JOURNAL,Canadian Pharmacists Journal
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 6,Environmental Science & Technology,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 6,Environmental Science & Technology,TROPICAL MEDICINE & INTERNATIONAL HEALTH,Tropical Medicine & International Health
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 6,Environmental Science & Technology,NEUROTOXICOLOGY AND TERATOLOGY,Neurotoxicology And Teratology
citation 6,Environmental Science & Technology,ENVIRONMENT INTERNATIONAL,Environment International
citation 6,Environmental Science & Technology,WATER RESEARCH,Water Research
citation 6,Environmental Science & Technology,"EVALUATING WATER QUALITY TO PREVENT FUTURE DISASTERS, VOL 11","Evaluating Water Quality To Prevent Future Disasters, Vol 11"
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 6,Environmental Science & Technology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 6,Environmental Science & Technology,LUMINESCENCE,Luminescence
citation 6,Environmental Science & Technology,CHEMICAL ENGINEERING JOURNAL,Chemical Engineering Journal
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
citation 6,Environmental Science & Technology,CRYSTAL GROWTH & DESIGN,Crystal Growth & Design
citation 6,Environmental Science & Technology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,Environmental Science-Processes & Impacts
citation 6,Environmental Science & Technology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 6,Environmental Science & Technology,JOURNAL OF ANALYTICAL METHODS IN CHEMISTRY,Journal Of Analytical Methods In Chemistry
citation 60,Chemosphere,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 60,Chemosphere,SUSTAINABILITY,Sustainability
citation 60,Chemosphere,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,Frontiers In Sustainable Food Systems
citation 60,Chemosphere,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 60,Chemosphere,ENVIRONMENT INTERNATIONAL,Environment International
citation 61,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 61,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 61,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 61,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 61,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 62,Chemosphere,PLOS ONE,Plos One
citation 62,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 62,Chemosphere,PEERJ,Peerj
citation 62,Chemosphere,PLOS ONE,Plos One
citation 62,Chemosphere,ENVIRONMENTAL RESEARCH,Environmental Research
citation 63,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 63,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 63,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 63,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 63,Chemosphere,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,Journal Of Agricultural And Food Chemistry
citation 64,Aquatic Toxicology,PEERJ,Peerj
citation 64,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 64,Aquatic Toxicology,TOXICOLOGY AND APPLIED PHARMACOLOGY,Toxicology And Applied Pharmacology
citation 64,Aquatic Toxicology,PLOS ONE,Plos One
citation 64,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 65,Toxics,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 65,Toxics,NEUROTOXICOLOGY AND TERATOLOGY,Neurotoxicology And Teratology
citation 65,Toxics,ECOLOGY AND EVOLUTION,Ecology And Evolution
citation 65,Toxics,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 65,Toxics,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 66,Environmental Earth Sciences,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 66,Environmental Earth Sciences,ENVIRONMENT INTERNATIONAL,Environment International
citation 66,Environmental Earth Sciences,DESALINATION AND WATER TREATMENT,Desalination And Water Treatment
citation 66,Environmental Earth Sciences,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 66,Environmental Earth Sciences,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 67,Marine Environmental Research,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 67,Marine Environmental Research,FRONTIERS IN MICROBIOLOGY,Frontiers In Microbiology
citation 67,Marine Environmental Research,POLYCYCLIC AROMATIC COMPOUNDS,Polycyclic Aromatic Compounds
citation 67,Marine Environmental Research,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 68,Ecotoxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 68,Ecotoxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 68,Ecotoxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 68,Ecotoxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 69,Environmental Pollution,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS,Comparative Biochemistry And Physiology D-Genomics & Proteomics
citation 69,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 69,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 69,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 7,Critical Reviews In Toxicology,CHEMOSPHERE,Chemosphere
citation 7,Critical Reviews In Toxicology,AQUACULTURE,Aquaculture
citation 7,Critical Reviews In Toxicology,CHEMOSPHERE,Chemosphere
citation 7,Critical Reviews In Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 7,Critical Reviews In Toxicology,GENERAL AND COMPARATIVE ENDOCRINOLOGY,General And Comparative Endocrinology
citation 7,Critical Reviews In Toxicology,JOURNAL OF MEMBRANE SCIENCE,Journal Of Membrane Science
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 7,Critical Reviews In Toxicology,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 7,Critical Reviews In Toxicology,HIGH-RISK POLLUTANTS IN WASTEWATER,High-Risk Pollutants In Wastewater
citation 7,Critical Reviews In Toxicology,ACS APPLIED NANO MATERIALS,Acs Applied Nano Materials
citation 7,Critical Reviews In Toxicology,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 7,Critical Reviews In Toxicology,CHEMICAL ENGINEERING JOURNAL,Chemical Engineering Journal
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL TECHNOLOGY,Environmental Technology
citation 7,Critical Reviews In Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 7,Critical Reviews In Toxicology,PLOS ONE,Plos One
citation 7,Critical Reviews In Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,Environmental Science-Processes & Impacts
citation 7,Critical Reviews In Toxicology,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 7,Critical Reviews In Toxicology,ENVIRONMENT INTERNATIONAL,Environment International
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL ENGINEERING SCIENCE,Environmental Engineering Science
citation 7,Critical Reviews In Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,Comparative Biochemistry And Physiology B-Biochemistry & Molecular Biology
citation 7,Critical Reviews In Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,Comparative Biochemistry And Physiology B-Biochemistry & Molecular Biology
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL MONITORING AND ASSESSMENT,Environmental Monitoring And Assessment
citation 7,Critical Reviews In Toxicology,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 7,Critical Reviews In Toxicology,WATER RESEARCH,Water Research
citation 7,Critical Reviews In Toxicology,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 7,Critical Reviews In Toxicology,FISH & SHELLFISH IMMUNOLOGY,Fish & Shellfish Immunology
citation 7,Critical Reviews In Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,WATER RESEARCH,Water Research
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 7,Critical Reviews In Toxicology,ELEMENTA-SCIENCE OF THE ANTHROPOCENE,Elementa-Science Of The Anthropocene
citation 7,Critical Reviews In Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,Journal Of Toxicology And Environmental Health-Part B-Critical Reviews
citation 7,Critical Reviews In Toxicology,CRITICAL REVIEWS IN TOXICOLOGY,Critical Reviews In Toxicology
citation 7,Critical Reviews In Toxicology,CHEMOSPHERE,Chemosphere
citation 7,Critical Reviews In Toxicology,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,Journal Of Industrial And Engineering Chemistry
citation 7,Critical Reviews In Toxicology,ENVIRONMENT INTERNATIONAL,Environment International
citation 7,Critical Reviews In Toxicology,HYDROLOGY AND EARTH SYSTEM SCIENCES,Hydrology And Earth System Sciences
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 7,Critical Reviews In Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 7,Critical Reviews In Toxicology,ENVIRONMENT INTERNATIONAL,Environment International
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 7,Critical Reviews In Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 70,General And Comparative Endocrinology,MOLECULAR AND CELLULAR ENDOCRINOLOGY,Molecular And Cellular Endocrinology
citation 70,General And Comparative Endocrinology,MOLECULAR AND CELLULAR ENDOCRINOLOGY,Molecular And Cellular Endocrinology
citation 70,General And Comparative Endocrinology,AQUACULTURE,Aquaculture
citation 70,General And Comparative Endocrinology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology
citation 71,Environmental Science And Pollution Research,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 71,Environmental Science And Pollution Research,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 71,Environmental Science And Pollution Research,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,Pharmacology Biochemistry And Behavior
citation 72,Science Of The Total Environment,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,International Journal Of Environmental Research And Public Health
citation 72,Science Of The Total Environment,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,International Journal Of Environmental Research And Public Health
citation 72,Science Of The Total Environment,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 73,Environmental Pollution,FOOD CHEMISTRY,Food Chemistry
citation 73,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 73,Environmental Pollution,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,International Journal Of Molecular Sciences
citation 74,Biomimetics,BIOMIMETICS,Biomimetics
citation 74,Biomimetics,CHEMOSENSORS,Chemosensors
citation 74,Biomimetics,ANALYTICAL CHEMISTRY,Analytical Chemistry
citation 75,Marine Pollution Bulletin,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,Stress-The International Journal On The Biology Of Stress
citation 75,Marine Pollution Bulletin,GENERAL AND COMPARATIVE ENDOCRINOLOGY,General And Comparative Endocrinology
citation 75,Marine Pollution Bulletin,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 76,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology
citation 76,Aquatic Toxicology,JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY,Journal Of Comparative Physiology B-Biochemical Systems And Environmental Physiology
citation 76,Aquatic Toxicology,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,American Journal Of Physiology-Regulatory Integrative And Comparative Physiology
citation 77,Chemosphere,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
citation 77,Chemosphere,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 78,Aquatic Toxicology,RSC ADVANCES,Rsc Advances
citation 78,Aquatic Toxicology,ARCHIVES OF TOXICOLOGY,Archives Of Toxicology
citation 79,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 79,Environmental Pollution,PEERJ,Peerj
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,NEUROTOXICOLOGY,Neurotoxicology
citation 8,Chemosphere,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 8,Chemosphere,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,Environmental Toxicology And Pharmacology
citation 8,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 8,Chemosphere,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 8,Chemosphere,ENVIRONMENT INTERNATIONAL,Environment International
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 8,Chemosphere,ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,Altex-Alternatives To Animal Experimentation
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 8,Chemosphere,FRONTIERS IN MARINE SCIENCE,Frontiers In Marine Science
citation 8,Chemosphere,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,Comparative Biochemistry And Physiology B-Biochemistry & Molecular Biology
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 8,Chemosphere,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 8,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 8,Chemosphere,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS,Comparative Biochemistry And Physiology D-Genomics & Proteomics
citation 8,Chemosphere,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 8,Chemosphere,MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research
citation 8,Chemosphere,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,Frontiers Of Environmental Science & Engineering
citation 8,Chemosphere,TOXIN REVIEWS,Toxin Reviews
citation 8,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 8,Chemosphere,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,International Journal Of Molecular Sciences
citation 8,Chemosphere,ARCHIVES OF TOXICOLOGY,Archives Of Toxicology
citation 8,Chemosphere,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 8,Chemosphere,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 8,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 8,Chemosphere,REGULATORY TOXICOLOGY AND PHARMACOLOGY,Regulatory Toxicology And Pharmacology
citation 8,Chemosphere,JOURNAL OF PROTEOMICS,Journal Of Proteomics
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,TOXICOGENOMICS IN PREDICTIVE CARCINOGENICITY,Toxicogenomics In Predictive Carcinogenicity
citation 8,Chemosphere,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 8,Chemosphere,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 8,Chemosphere,TOXICOLOGICAL SCIENCES,Toxicological Sciences
citation 8,Chemosphere,CHEMOSPHERE,Chemosphere
citation 8,Chemosphere,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 80,International Biodeterioration & Biodegradation,CHEMICAL ENGINEERING AND PROCESSING-PROCESS INTENSIFICATION,Chemical Engineering And Processing-Process Intensification
citation 80,International Biodeterioration & Biodegradation,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,International Biodeterioration & Biodegradation
citation 81,Environmental Toxicology And Chemistry,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 81,Environmental Toxicology And Chemistry,JOURNAL OF GREAT LAKES RESEARCH,Journal Of Great Lakes Research
citation 82,Plos One,TOXICOLOGY AND APPLIED PHARMACOLOGY,Toxicology And Applied Pharmacology
citation 82,Plos One,ENDOCRINOLOGY,Endocrinology
citation 83,Science Of The Total Environment,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 83,Science Of The Total Environment,TALANTA,Talanta
citation 84,Frontiers In Endocrinology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 84,Frontiers In Endocrinology,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,Journal Of Agricultural And Food Chemistry
citation 85,Neurotoxicity Research,BEHAVIOURAL BRAIN RESEARCH,Behavioural Brain Research
citation 85,Neurotoxicity Research,NEUROTOXICOLOGY,Neurotoxicology
citation 86,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 86,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,CHEMOSPHERE,Chemosphere
citation 87,Environmental Science & Technology,MARINE POLLUTION BULLETIN,Marine Pollution Bulletin
citation 88,Molecules,MOLECULES,Molecules
citation 89,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,JOURNAL OF MOLECULAR LIQUIDS,Journal Of Molecular Liquids
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,WATER RESEARCH,Water Research
citation 9,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 9,Environmental Pollution,ENVIRONMENT INTERNATIONAL,Environment International
citation 9,Environmental Pollution,ENVIRONMENTAL TECHNOLOGY,Environmental Technology
citation 9,Environmental Pollution,WATER RESEARCH,Water Research
citation 9,Environmental Pollution,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,Industrial & Engineering Chemistry Research
citation 9,Environmental Pollution,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,International Journal Of Hygiene And Environmental Health
citation 9,Environmental Pollution,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 9,Environmental Pollution,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,Analytical And Bioanalytical Chemistry
citation 9,Environmental Pollution,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,International Journal Of Environmental Analytical Chemistry
citation 9,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,ENVIRONMENTAL ENGINEERING SCIENCE,Environmental Engineering Science
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 9,Environmental Pollution,APPLIED SCIENCES-BASEL,Applied Sciences-Basel
citation 9,Environmental Pollution,JOURNAL OF CHROMATOGRAPHY A,Journal Of Chromatography A
citation 9,Environmental Pollution,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,Environmental Science-Processes & Impacts
citation 9,Environmental Pollution,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 9,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 9,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 9,Environmental Pollution,CHEMICAL ENGINEERING JOURNAL,Chemical Engineering Journal
citation 9,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 9,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 9,Environmental Pollution,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,Journal Of Chromatography B-Analytical Technologies In The Biomedical And Life Sciences
citation 9,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 9,Environmental Pollution,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 9,Environmental Pollution,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,International Journal Of Environmental Analytical Chemistry
citation 9,Environmental Pollution,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,WATER RESEARCH,Water Research
citation 9,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 9,Environmental Pollution,TALANTA,Talanta
citation 9,Environmental Pollution,NEUROTOXICOLOGY,Neurotoxicology
citation 9,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 9,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 9,Environmental Pollution,DESALINATION AND WATER TREATMENT,Desalination And Water Treatment
citation 9,Environmental Pollution,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 9,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 90,Chemosphere,PEERJ,Peerj
citation 91,Biology Letters,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 92,Toxicology And Applied Pharmacology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 93,Bjpsych Bulletin,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,Pharmacology Biochemistry And Behavior
citation 94,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 95,Environmental Toxicology And Chemistry,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
