Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
389;12511;"Zentralblatt fur Arbeitsmedizin, Arbeitsschutz und Ergonomie";journal;"21980713, 09442502";0,277;Q3;14;71;214;1960;120;187;0,62;27,61;Germany;Western Europe;"Springer International Publishing AG";"1953-1963, 1993-2020";"Public Health, Environmental and Occupational Health (Q3)"
390;29237;"Clinical Social Work Journal";journal;"15733343, 00911674";0,272;Q3;31;59;130;2815;110;116;1,05;47,71;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1973-2020";"Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3); Social Work (Q4)"
391;14658;"Indian Journal of Occupational and Environmental Medicine";journal;"19983670, 09732284";0,272;Q3;23;22;97;435;78;80;0,88;19,77;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"1999-2019";"Public Health, Environmental and Occupational Health (Q3)"
392;55948;"Indian Journal of Sexually Transmitted Diseases";journal;"02537184, 19983816";0,271;Q3;14;0;87;0;48;68;0,67;0,00;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"1980-1993, 2009-2017";"Dermatology (Q3); Public Health, Environmental and Occupational Health (Q3); Infectious Diseases (Q4)"
393;15071;"International Journal of Adolescent Medicine and Health";journal;"03340139, 21910278";0,271;Q3;37;143;388;4824;252;219;1,24;33,73;Germany;Western Europe;"Walter de Gruyter GmbH";"1985-1989, 1991-1995, 1997-2020";"Pediatrics, Perinatology and Child Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
394;4700152751;"Journal of Workplace Behavioral Health";journal;"15555259, 15555240";0,268;Q3;15;17;48;828;50;46;1,00;48,71;United States;Northern America;"Routledge";"2005-2020";"Applied Psychology (Q3); Public Health, Environmental and Occupational Health (Q3)"
395;19400156818;"Revista Peruana de Medicina de Experimental y Salud Publica";journal;"17264634, 17264642";0,268;Q3;18;111;377;2386;210;279;0,60;21,50;Peru;Latin America;"Instituto Nacional de Salud";"2009-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
396;110097;"Food and Drug Law Journal";journal;"1064590X";0,266;Q3;19;0;64;0;38;63;0,64;0,00;United States;Northern America;"Food and Drug Law Institute";"1992-2018";"Law (Q2); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Public Health, Environmental and Occupational Health (Q3)"
397;19700174747;"Journal of Green Building";journal;"19434618, 15526100";0,266;Q3;19;45;114;1658;91;113;0,86;36,84;United States;Northern America;"College Publishing";"2006-2019";"Architecture (Q1); Building and Construction (Q3); Civil and Structural Engineering (Q3); Environmental Engineering (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3); Public Health, Environmental and Occupational Health (Q3)"
398;20149;"Central European Journal of Public Health";journal;"18031048, 12107778";0,264;Q3;32;68;222;1971;176;210;0,72;28,99;Czech Republic;Eastern Europe;"Czech National Institute of Public Health";"1993-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
399;4700152487;"Pravention und Gesundheitsforderung";journal;"18616763, 18616755";0,263;Q3;10;82;139;2009;61;131;0,38;24,50;Germany;Western Europe;"Springer Verlag";"2006-2020";"Public Health, Environmental and Occupational Health (Q3)"
400;23093;"Southeast Asian Journal of Tropical Medicine and Public Health";journal;"01251562";0,259;Q3;49;41;328;1164;173;318;0,35;28,39;Thailand;Asiatic Region;"Southeast Asian Ministers of Education Organisation";"1971-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Infectious Diseases (Q4)"
401;19900193610;"Boletin de Malariologia y Salud Ambiental";journal;"16904648";0,258;Q3;8;128;45;2246;26;44;1,12;17,55;Venezuela;Latin America;"Instituto de Altos Estudios ";"2010-2019";"Public Health, Environmental and Occupational Health (Q3); Infectious Diseases (Q4); Parasitology (Q4)"
402;16224;"Israel Journal of Psychiatry and Related Sciences";journal;"03337308";0,256;Q3;33;18;88;486;58;78;0,78;27,00;Israel;Middle East;"";"1981-2019";"Public Health, Environmental and Occupational Health (Q3)"
403;22599;"Revista Espanola de Salud Publica";journal;"21739110, 11355727, 16969820";0,256;Q3;33;104;203;0;161;189;0,66;0,00;Spain;Western Europe;"Ministerio de Sanidad y Consumo";"1995-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
404;20759;"Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan";journal;"18821006, 00156426";0,255;Q3;27;26;114;416;55;114;0,49;16,00;Japan;Asiatic Region;"Food Hygienic Society of Japan";"1960-2019";"Food Science (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
405;19700175837;"Bulletin Epidemiologique Hebdomadaire";trade journal;"02457466, 19538030";0,251;Q3;8;0;25;0;23;25;0,00;0,00;France;Western Europe;"Institut de Veille Sanitaire";"2014, 2016";"Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
406;21100466891;"International Journal of Health Governance";journal;"2059464X, 20594631";0,251;Q3;21;30;91;1106;60;81;0,73;36,87;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business, Management and Accounting (miscellaneous) (Q3); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Strategy and Management (Q3); Paleontology (Q4)"
407;21100860773;"Journal of Sport and Health Research";journal;"19896239";0,251;Q3;4;34;34;1328;44;34;1,29;39,06;Spain;Western Europe;"Didactic Asociation Andalucia";"2018-2019";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Developmental and Educational Psychology (Q4)"
408;21100843323;"Journal of Health and Pollution";journal;"21569614";0,248;Q4;4;38;78;1825;83;70;1,19;48,03;United States;Northern America;"Pure Earth";"2017-2020";"Pollution (Q3); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
409;19700174682;"Safer Communities";journal;"17578043";0,248;Q3;11;13;58;726;42;55;0,51;55,85;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2020";"Law (Q2); Community and Home Care (Q3); Public Health, Environmental and Occupational Health (Q3); Safety Research (Q3)"
410;21890;"Journal of Allied Health";journal;"1945404X, 00907421";0,247;Q4;32;69;181;1773;107;169;0,58;25,70;United States;Northern America;"Science and Medicine Inc.";"1975-2020";"Public Health, Environmental and Occupational Health (Q4)"
411;144880;"Chinese Journal of Endemiology";journal;"10004955";0,245;Q4;11;294;825;6784;425;824;0,50;23,07;China;Asiatic Region;"Chinese Medical Association";"2005-2020";"Microbiology (medical) (Q3); Public Health, Environmental and Occupational Health (Q4)"
412;21100853551;"Diagnosis";journal;"21948011, 2194802X";0,245;Q4;6;12;86;0;83;70;1,25;0,00;United States;Northern America;"Walter de Gruyter";"2014-2019";"Biochemistry (medical) (Q3); Health Policy (Q3); Medicine (miscellaneous) (Q3); Clinical Biochemistry (Q4); Public Health, Environmental and Occupational Health (Q4)"
413;57168;"Gesundheitswesen, Supplement";journal;"09497013";0,244;Q4;8;0;36;0;49;32;1,16;0,00;Germany;Western Europe;"Georg Thieme Verlag";"2004-2005, 2007-2008, 2010, 2012, 2015-2018, 2020";"Public Health, Environmental and Occupational Health (Q4)"
414;19900191881;"Ethiopian Journal of Health Development";journal;"10216790";0,243;Q4;17;37;110;1078;66;97;0,42;29,14;Ethiopia;Africa;"Ethiopian Public Health Association";"2010-2019";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
415;21100858412;"HIV Infection and Immunosuppressive Disorders";journal;"20781792, 20779828";0,239;Q4;4;56;65;1450;37;65;0,57;25,89;Russian Federation;Eastern Europe;"Baltic Medical Educational Center";"2017-2019";"Immunology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
416;22468;"Roczniki Panstwowego Zakladu Higieny";journal;"00357715";0,238;Q4;17;47;149;0;131;147;0,82;0,00;Poland;Eastern Europe;"Panstwowy Zaklad Higieny/National Institute of Hygiene";"1961, 1965-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
417;21100304895;"Archives of Clinical Infectious Diseases";journal;"23452641";0,236;Q4;11;74;189;1826;120;172;0,59;24,68;Iran;Middle East;"Shahid Beheshti University of Medical Sciences";"2012-2020";"Cardiology and Cardiovascular Medicine (Q3); Critical Care and Intensive Care Medicine (Q3); Immunology and Microbiology (miscellaneous)  (Q4); Infectious Diseases (Q4); Microbiology (Q4); Public Health, Environmental and Occupational Health (Q4); Toxicology (Q4)"
418;28776;"International Journal of Health Promotion and Education";journal;"14635240";0,236;Q4;14;51;111;1510;49;78;0,80;29,61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1999-2020";"Public Health, Environmental and Occupational Health (Q4)"
419;29673;"Medicina del Lavoro";journal;"00257818";0,236;Q4;24;51;166;1396;121;153;0,83;27,37;Italy;Western Europe;"Mattioli 1885 S.p.A.";"1947-1963, 1965-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
420;29022;"Generations";journal;"07387806";0,235;Q4;33;63;204;960;79;193;0,29;15,24;United States;Northern America;"American Society on Aging";"1985, 1990, 1994, 1996-2019";"Geriatrics and Gerontology (Q4); Life-span and Life-course Studies (Q4); Public Health, Environmental and Occupational Health (Q4)"
421;21100869220;"Evidence Based Care Journal";journal;"20082487, 2008370X";0,234;Q4;5;28;99;756;71;96;0,65;27,00;Iran;Middle East;"Mashhad University of Medical Sciences";"2016-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q4)"
422;21100239409;"Revista Ambiente e Agua";journal;"1980993X";0,234;Q4;11;75;262;2497;172;261;0,62;33,29;Brazil;Latin America;"Instituto de Pesquisas Ambientais em Bacias Hidrograficas (IPABHi)";"2013-2020";"Environmental Science (miscellaneous) (Q3); Aquatic Science (Q4); Public Health, Environmental and Occupational Health (Q4)"
423;21100897503;"Health Promotion Perspectives";journal;"22286497";0,232;Q4;4;45;45;1612;76;43;1,77;35,82;Iran;Middle East;"Tabriz University of Medical Sciences";"2018-2019";"Education (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q4)"
424;21100469656;"Radiation and Risk";journal;"2412950X, 01313878";0,231;Q4;4;44;121;794;57;120;0,60;18,05;Russian Federation;Eastern Europe;"National Medical Research Radiological Centre of the Ministry of Health of the Russian Federation";"2016-2019";"Nuclear and High Energy Physics (Q4); Public Health, Environmental and Occupational Health (Q4); Radiation (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
425;21954;"Sucht";journal;"09395911";0,231;Q4;26;47;129;1294;70;84;0,56;27,53;Germany;Western Europe;"Hogrefe Publishing";"1991-2020";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q4)"
426;4700152433;"Current Nutrition and Food Science";journal;"15734013";0,228;Q4;23;86;131;4191;121;126;1,00;48,73;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2020";"Food Science (Q3); Nutrition and Dietetics (Q3); Public Health, Environmental and Occupational Health (Q4)"
427;35063;"Healthcare Papers";journal;"1488917X";0,227;Q4;22;29;112;767;74;100;0,44;26,45;Canada;Northern America;"Longwoods Publishing Corp.";"1999-2019";"Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
428;3500148007;"Revista Chilena de Infectologia";journal;"07161018";0,227;Q4;18;105;356;2867;157;295;0,50;27,30;Chile;Latin America;"Sociedad Chilena de Infectologia";"2000-2019";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
429;23119;"Tropical Doctor";journal;"17581133, 00494755";0,227;Q4;32;112;290;1498;141;270;0,50;13,38;United Kingdom;Western Europe;"SAGE Publications Ltd";"1971-2020";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
430;110104;"Giornale Italiano di Medicina del Lavoro ed Ergonomia";journal;"15927830";0,226;Q4;20;48;149;692;59;147;0,38;14,42;Italy;Western Europe;"Tipografia PI-ME Editrice Srl";"1997-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
431;21100199121;"Iran Occupational Health";journal;"17355133, 22287493";0,225;Q4;9;31;216;1084;80;216;0,34;34,97;Iran;Middle East;"Iran University of Medical Sciences";"2011-2019";"Public Health, Environmental and Occupational Health (Q4)"
432;28229;"Gigiena i sanitariia";journal;"24120650, 00169900";0,224;Q4;10;225;616;6295;274;613;0,39;27,98;Russian Federation;Eastern Europe;"Izdatel'stvo Meditsina";"1945-1947, 1950-2020";"Medicine (miscellaneous) (Q3); Pollution (Q3); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
433;28193;"Journal of Community Health Nursing";journal;"15327655, 07370016";0,224;Q4;33;23;59;615;50;57;0,65;26,74;United States;Northern America;"Routledge";"1984-2020";"Community and Home Care (Q3); Public Health, Environmental and Occupational Health (Q4)"
434;4100151505;"Research in Occupational Stress and Well Being";book series;"14793555";0,224;Q4;29;7;23;755;15;13;1,50;107,86;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2004, 2006, 2009-2019";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q4)"
435;21100323400;"Ekologiya Cheloveka (Human Ecology)";journal;"17280869";0,218;Q4;11;91;327;2154;105;327;0,32;23,67;Russian Federation;Eastern Europe;"Northern State Medical University";"2012-2020";"Health (social science) (Q3); Ecology (Q4); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
436;21100861875;"Microbiology Australia";journal;"13244272, 22019189";0,216;Q4;3;51;49;907;20;41;0,49;17,78;Australia;Pacific Region;"CSIRO Publishing";"2018-2019";"Applied Microbiology and Biotechnology (Q3); Microbiology (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
437;75153;"Physis";journal;"18094481, 01037331";0,216;Q4;16;62;195;1861;60;170;0,20;30,02;Brazil;Latin America;"Institute de Medicina Social da UERJ";"1969-1984, 2008-2019";"Health Policy (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q4)"
438;21100878050;"Portuguese Journal of Public Health";journal;"25043145";0,216;Q4;7;10;69;364;34;61;0,14;36,40;Spain;Western Europe;"S. Karger AG";"2017-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q4)"
439;25314;"Journal of Drug Education";journal;"15414159, 00472379";0,211;Q4;39;2;23;61;10;23;0,33;30,50;United States;Northern America;"SAGE Publications Inc.";"1972-2019";"Health (social science) (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
440;21100792103;"Applied Biosafety";journal;"15356760, 24701246";0,210;Q4;4;27;84;564;35;74;0,52;20,89;United States;Northern America;"SAGE Publications Inc.";"2001, 2014-2020";"Biotechnology (Q3); Management, Monitoring, Policy and Law (Q3); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
441;21100259127;"Journal of Nutrition and Health";journal;"22883959, 22883886";0,208;Q4;9;59;168;2068;91;160;0,61;35,05;South Korea;Asiatic Region;"The Korean Nutrition Society";"2013-2019";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3); Public Health, Environmental and Occupational Health (Q4)"
442;12820;"Canadian Journal of Community Mental Health";journal;"07133936, 19297084";0,206;Q4;23;0;76;0;50;74;0,56;0,00;Canada;Northern America;"Wilfrid Laurier University Press";"1987-2008, 2017-2018";"Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
443;21100869506;"International Journal of One Health";journal;"24555673, 24558931";0,206;Q4;4;12;33;560;23;33;0,73;46,67;Canada;Northern America;"Veterinary World";"2015-2020";"Veterinary (miscellaneous) (Q3); Health Policy (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
444;5000160301;"Environmental Quality Management";journal;"15206483, 10881913";0,205;Q4;25;60;134;2215;101;132;0,83;36,92;United States;Northern America;"John Wiley and Sons Inc.";"1991-2019";"Pollution (Q3); Waste Management and Disposal (Q3); Management, Monitoring, Policy and Law (Q4); Public Health, Environmental and Occupational Health (Q4)"
445;20840;"Technical Report Series - World Health Organization, Geneva";journal;"05092507, 05123054";0,204;Q4;30;0;7;0;6;7;1,50;0,00;Switzerland;Western Europe;"World Health Organization";"1950-1961, 1963-2017";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
446;21100852965;"Kinesiology Review";journal;"21616035, 21630453";0,203;Q4;5;18;101;909;55;96;0,57;50,50;United States;Northern America;"Human Kinetics Publishers Inc.";"2017-2019";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q4)"
447;7700153112;"Index de Enfermeria";journal;"11321296";0,201;Q4;9;18;133;395;22;108;0,19;21,94;Spain;Western Europe;"Fundacion Index";"2006-2019";"History and Philosophy of Science (Q3); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
448;23368;"Journal of Environmental Health";journal;"00220892";0,199;Q4;31;72;222;1019;92;163;0,52;14,15;United States;Northern America;"National Environmental Health Association";"1973-2020";"Medicine (miscellaneous) (Q3); Health, Toxicology and Mutagenesis (Q4); Management, Monitoring, Policy and Law (Q4); Public Health, Environmental and Occupational Health (Q4)"
449;21565;"Noise Control Engineering Journal";journal;"07362501, 21688710";0,199;Q4;28;28;162;720;119;162;0,60;25,71;United States;Northern America;"Institute of Noise Control Engineering";"1979-2019";"Acoustics and Ultrasonics (Q3); Automotive Engineering (Q3); Building and Construction (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Aerospace Engineering (Q4); Public Health, Environmental and Occupational Health (Q4)"
450;21100197923;"Journal of Military Medicine";journal;"17351537";0,196;Q4;10;82;182;2778;61;176;0,40;33,88;Iran;Middle East;"Baqiyatallah University of Medical Sciences";"2011-2019";"Public Health, Environmental and Occupational Health (Q4)"
451;21100201021;"Food Protection Trends";journal;"15419576";0,195;Q4;13;0;112;0;45;83;0,48;0,00;United States;Northern America;"International Association for Food Protection";"2011-2018";"Food Science (Q4); Public Health, Environmental and Occupational Health (Q4)"
452;87276;"Advances in Health Economics and Health Services Research";book series;"07312199";0,194;Q4;17;0;9;0;4;9;0,44;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1981-1985, 1987-1993, 1995, 2005-2010, 2012, 2014, 2017";"Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
453;13192;"Radioprotection";journal;"1769700X, 00338451";0,191;Q4;15;12;158;218;52;141;0,34;18,17;France;Western Europe;"EDP Sciences";"1977-1981, 1988-2019";"Safety, Risk, Reliability and Quality (Q3); Health, Toxicology and Mutagenesis (Q4); Nuclear Energy and Engineering (Q4); Public Health, Environmental and Occupational Health (Q4); Renewable Energy, Sustainability and the Environment (Q4); Waste Management and Disposal (Q4)"
454;28780;"Japanese Journal of Hygiene";journal;"00215082";0,190;Q4;16;19;132;0;54;123;0,33;0,00;Japan;Asiatic Region;"Japanese Society for Hygiene";"1961-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
455;4900153106;"Revista Cubana de Salud Publica";journal;"08643466";0,186;Q4;13;48;192;1043;46;147;0,24;21,73;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2019";"Public Health, Environmental and Occupational Health (Q4)"
456;21100207207;"Medecine et sante tropicales";journal;"22613684, 22612211";0,180;Q4;8;102;297;1305;74;275;0,24;12,79;France;Western Europe;"John Libbey Eurotext";"2012-2019";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
457;145587;"Archives des Maladies Professionnelles et de l'Environnement";journal;"17758785";0,175;Q4;10;57;197;910;21;126;0,19;15,96;France;Western Europe;"Elsevier Masson";"2004-2020";"Public Health, Environmental and Occupational Health (Q4)"
458;9500153935;"Taiwan Journal of Public Health";journal;"10232141";0,174;Q4;17;73;180;2023;45;162;0,29;27,71;Taiwan;Asiatic Region;"Chinese Public Health Association of Taiwan";"2001-2019";"Public Health, Environmental and Occupational Health (Q4)"
459;4400151521;"Pakistan Journal of Nutrition (discontinued)";journal;"16805194";0,172;Q4;35;1;401;32;220;401;0,62;32,00;Pakistan;Asiatic Region;"Asian Network for Scientific Information";"2002, 2005-2019";"Food Science (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)"
460;21100821149;"Profilakticheskaya Meditsina";journal;"23054948, 2309513X";0,171;Q4;4;134;218;3284;92;216;0,38;24,51;Russian Federation;Eastern Europe;"Media Sphera Publishing House";"2016-2019";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
461;24343;"Dermatologie in Beruf und Umwelt";journal;"1438776X, 16167090";0,170;Q4;15;18;75;216;21;56;0,44;12,00;Germany;Western Europe;"Dustri-Verlag Dr. Karl Feistle";"2000-2019";"Dermatology (Q4); Public Health, Environmental and Occupational Health (Q4)"
462;21100456164;"Kontakt";journal;"18047122, 12124117";0,170;Q4;7;46;137;1455;62;126;0,44;31,63;Czech Republic;Eastern Europe;"University of South Bohemia";"2017-2020";"Philosophy (Q2); Nursing (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
463;19700201625;"Open Public Health Journal";journal;"18749445";0,170;Q4;5;70;101;2703;50;97;0,55;38,61;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2011-2020";"Community and Home Care (Q3); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
464;22595;"Revista de Salud Publica";journal;"01240064";0,170;Q4;22;39;331;1143;83;322;0,21;29,31;Colombia;Latin America;"Universidad Nacional de Colombia";"2003-2019";"Public Health, Environmental and Occupational Health (Q4)"
465;8000153105;"International Journal of Environment and Health";journal;"17434963, 17434955";0,169;Q4;14;5;37;229;16;34;0,48;45,80;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2019";"Business, Management and Accounting (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
466;21100812853;"Journal of Physical Education (Maringa)";journal;"24482455";0,169;Q4;8;74;199;2372;58;199;0,28;32,05;Brazil;Latin America;"Universidade Estadual de Maringa";"2016-2019";"Education (Q4); Public Health, Environmental and Occupational Health (Q4)"
467;21100934559;"Kesmas";journal;"24600601, 19077505";0,168;Q4;3;23;92;550;23;92;0,20;23,91;Indonesia;Asiatic Region;"Universitas Indonesia, Faculty of public health";"2016-2019";"Epidemiology (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
468;21100825843;"Chinese General Practice";journal;"10079572";0,162;Q4;8;739;2455;16722;518;2454;0,26;22,63;China;Asiatic Region;"";"2016-2020";"Family Practice (Q3); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
469;19361;"Sigurnost";journal;"03506886";0,160;Q4;3;50;112;413;7;80;0,10;8,26;Croatia;Eastern Europe;"Institute of Safety Research and Development";"1992, 2009-2019";"Public Health, Environmental and Occupational Health (Q4); Safety Research (Q4)"
470;20218;"Journal of the Egyptian Public Health Association, The";journal;"2090262X, 00132446";0,159;Q4;15;14;58;428;30;57;0,22;30,57;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1965-1974, 1976-1980, 1985, 1988-2005, 2007, 2010-2017, 2019-2020";"Community and Home Care (Q4); Health Informatics (Q4); Public Health, Environmental and Occupational Health (Q4)"
471;22532;"Public Health Forum";journal;"18764851, 09445587";0,159;Q4;7;90;292;1301;35;280;0,12;14,46;Germany;Western Europe;"Walter de Gruyter GmbH";"1993-2020";"Public Health, Environmental and Occupational Health (Q4)"
472;19333;"Sante Publique";journal;"09953914";0,159;Q4;16;75;347;1824;77;316;0,20;24,32;France;Western Europe;"Societe Francaise de Sante Publique";"1947, 1973-1979, 1993, 1996-2019";"Public Health, Environmental and Occupational Health (Q4)"
473;19700175063;"European Journal of Mental Health";journal;"17887119, 17884934";0,158;Q4;8;11;37;530;16;36;0,26;48,18;Hungary;Eastern Europe;"Semmelweis University Inistitute of Mental Health";"2008-2019";"Health (social science) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
474;21100455625;"Family Medicine and Community Health";journal;"20098774, 23056983";0,158;Q4;7;47;106;1131;37;86;0,42;24,06;Ireland;Western Europe;"Compuscript Ltd.";"2013-2020";"Family Practice (Q3); Public Health, Environmental and Occupational Health (Q4)"
475;21100902636;"Behavioral Science and Policy";journal;"23794607, 23794615";0,157;Q4;1;6;6;326;3;5;0,60;54,33;United States;Northern America;"Brookings Institution Press";"2018-2019";"Behavioral Neuroscience (Q4); Development (Q4); Human-Computer Interaction (Q4); Public Health, Environmental and Occupational Health (Q4)"
476;12100157221;"International Journal of Probiotics and Prebiotics";journal;"15551431";0,155;Q4;14;0;40;0;22;40;0,37;0,00;United States;Northern America;"New Century Health Publishers";"2008-2018";"Applied Microbiology and Biotechnology (Q4); Food Animals (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)"
477;21100838178;"Journal of Korean Academy of Community Health Nursing";journal;"22884203, 12259594";0,155;Q4;3;53;99;1562;25;96;0,26;29,47;South Korea;Asiatic Region;"";"2017-2019";"Community and Home Care (Q4); Health (social science) (Q4); Nursing (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
478;19587;"Arbeitsmedizin Sozialmedizin Umweltmedizin";journal;"09446052";0,150;Q4;14;59;518;339;37;429;0,11;5,75;Germany;Western Europe;"Gentner Verlag";"1994-2019";"Public Health, Environmental and Occupational Health (Q4)"
479;65029;"Hygiene + Medizin";journal;"01723790";0,150;Q4;12;59;246;491;14;161;0,09;8,32;Germany;Western Europe;"mhp-Verlag GmbH";"1980-2019";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
480;145731;"Communication and Medicine";journal;"16121783, 16133625";0,149;Q4;20;0;56;0;22;55;0,34;0,00;United Kingdom;Western Europe;"Equinox Publishing Ltd";"2004-2015, 2017-2018";"Public Health, Environmental and Occupational Health (Q4)"
481;21100778840;"Obesity and Metabolism";journal;"20718713, 23065524";0,149;Q4;4;41;117;1272;48;117;0,37;31,02;Russian Federation;Eastern Europe;"Endocrinology Research Centre (Moscow)";"2016-2019";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)"
482;4700151707;"International Journal of Low Radiation";journal;"17419190, 14776545";0,148;Q4;13;6;17;204;5;17;0,18;34,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2011, 2013-2019";"Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
483;7200153150;"Semergen";journal;"15788865, 11383593";0,148;Q4;9;123;527;2590;138;367;0,40;21,06;Spain;Western Europe;"Ediciones Doyma, S.L.";"2003, 2005-2020";"Family Practice (Q3); Public Health, Environmental and Occupational Health (Q4)"
484;31440;"Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology";journal;"13082523, 03779777";0,148;Q4;4;53;152;1519;23;152;0,16;28,66;Turkey;Middle East;"National Public Health Institution of Turkey";"1964-1978, 2012-2019";"Infectious Diseases (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
