Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
394;21100836861;"Advances in Autism";journal;"20563876, 20563868";0,226;Q3;6;40;71;1647;52;63;0,88;41,18;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2020";"Psychiatry and Mental Health (Q3); Cognitive Neuroscience (Q4); Developmental and Educational Psychology (Q4); Neurology (Q4); Neurology (clinical) (Q4)"
395;15505;"Journal of Family Psychotherapy";journal;"08975353, 15404080";0,226;Q3;16;16;66;761;36;64;0,61;47,56;United States;Northern America;"Routledge";"1990-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
396;21100269616;"Journal of Intellectual Disabilities and Offending Behaviour";journal;"20508824";0,226;Q3;9;13;57;570;27;50;0,42;43,85;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2020";"Clinical Psychology (Q3); Pathology and Forensic Medicine (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
397;33651;"Minerva Psichiatrica";journal;"03911772";0,224;Q3;12;29;76;856;41;66;0,65;29,52;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1977-2019";"Psychiatry and Mental Health (Q3)"
398;4100151505;"Research in Occupational Stress and Well Being";book series;"14793555";0,224;Q3;29;7;23;755;15;13;1,50;107,86;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2004, 2006, 2009-2019";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q4)"
399;16133;"Information Psychiatrique";journal;"19524056, 00200204";0,221;Q3;8;102;318;748;48;266;0,15;7,33;France;Western Europe;"John Libbey Eurotext";"1965, 1973-1980, 1982-1988, 2005-2020";"Psychiatry and Mental Health (Q3)"
400;12400154709;"Terapia Psicologica";journal;"07166184, 07184808";0,220;Q3;19;23;63;1224;48;63;0,52;53,22;Chile;Latin America;"Sociedad Chilena de Psicologia Clinica";"2008-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
401;19700176038;"Iranian Journal of Psychiatry and Behavioral Sciences";journal;"17358639, 17359287";0,218;Q3;13;61;275;1895;168;271;0,49;31,07;Iran;Middle East;"Kowsar Medical Publishing Company";"2007-2019";"Psychiatry and Mental Health (Q3); Behavioral Neuroscience (Q4); Biological Psychiatry (Q4)"
402;21100818750;"Journal of EMDR Practice and Research";journal;"1933320X, 19333196";0,218;Q4;13;30;84;1441;60;82;0,72;48,03;United States;Northern America;"Springer Publishing Company";"2014-2020";"Neuropsychology and Physiological Psychology (Q3); Biological Psychiatry (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4); Psychiatry and Mental Health (Q4)"
403;93592;"Advances in Mind-Body Medicine";journal;"14703556";0,217;Q4;22;7;42;0;26;41;0,73;0,00;United States;Northern America;"InnoVision Communications";"1996-2005, 2007-2009, 2012-2019";"Complementary and Alternative Medicine (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4)"
404;145402;"Heroin Addiction and Related Clinical Problems";journal;"15921638";0,217;Q4;15;37;124;1205;56;118;0,49;32,57;Italy;Western Europe;"Pacini Editore s.r.l.";"2005-2020";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4)"
405;14500154705;"Revista Argentina de Clinica Psicologica";journal;"03276716, 18517951";0,217;Q4;9;93;94;4383;60;88;0,67;47,13;Argentina;Latin America;"Fundacion Aigle";"2008-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)"
406;15584;"Evolution Psychiatrique";journal;"17696674, 00143855";0,216;Q4;13;70;207;2028;50;191;0,26;28,97;France;Western Europe;"Elsevier Masson";"1948-1979, 1996-2020";"Arts and Humanities (miscellaneous) (Q2); Psychiatry and Mental Health (Q4)"
407;15427;"Journal of Cognitive Psychotherapy";journal;"08898391, 1938887X";0,211;Q4;47;33;63;1221;40;61;0,67;37,00;United States;Northern America;"Springer Publishing Company";"1987-2020";"Clinical Psychology (Q3); Experimental and Cognitive Psychology (Q4); Psychiatry and Mental Health (Q4)"
408;25314;"Journal of Drug Education";journal;"15414159, 00472379";0,211;Q4;39;2;23;61;10;23;0,33;30,50;United States;Northern America;"SAGE Publications Inc.";"1972-2019";"Health (social science) (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
409;21100329892;"Journal of Infant, Child, and Adolescent Psychotherapy";journal;"19409214, 15289168";0,210;Q4;13;30;105;1551;40;91;0,40;51,70;United States;Northern America;"Routledge";"2000, 2002, 2004-2009, 2014-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)"
410;21100945755;"Archives of psychiatry research";journal;"26711079, 26712008";0,209;Q4;7;17;35;527;17;34;0,39;31,00;Croatia;Eastern Europe;"University Hospital Center Sestre milosrdnice";"2019";"Clinical Psychology (Q3); Health (social science) (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4)"
411;7200153135;"Forensische Psychiatrie, Psychologie, Kriminologie";journal;"18627072, 18627080";0,208;Q4;13;55;147;1219;48;128;0,37;22,16;Germany;Western Europe;"Springer Verlag";"2007-2020";"Law (Q3); Applied Psychology (Q4); Psychiatry and Mental Health (Q4)"
412;12820;"Canadian Journal of Community Mental Health";journal;"07133936, 19297084";0,206;Q4;23;0;76;0;50;74;0,56;0,00;Canada;Northern America;"Wilfrid Laurier University Press";"1987-2008, 2017-2018";"Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
413;21100255350;"Journal of Forensic Practice";journal;"20508808, 20508794";0,206;Q4;18;27;90;985;43;84;0,34;36,48;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2020";"Law (Q3); Applied Psychology (Q4); Pathology and Forensic Medicine (Q4); Psychiatry and Mental Health (Q4)"
414;10600153356;"Acta Colombiana de Psicologia";journal;"19099711, 01239155";0,202;Q4;10;27;80;1265;24;73;0,35;46,85;Colombia;Latin America;"Universidad Catolica de Colombia";"2007-2019";"Psychology (miscellaneous) (Q3); Psychiatry and Mental Health (Q4)"
415;14736;"Revue Francaise de Psychanalyse";journal;"00352942";0,202;Q4;14;146;411;1655;20;391;0,06;11,34;France;Western Europe;"Presses Universitaires de France";"1951-1979, 2001-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)"
416;21100205744;"Salud y Drogas";journal;"15785319, 1988205X";0,202;Q4;9;31;78;1350;65;78;0,77;43,55;Spain;Western Europe;"Instituto de Investigacion de Drogodependencias, Universidad Miguel Hernandez";"2009-2019";"Developmental and Educational Psychology (Q4); Health (social science) (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
417;21100824666;"Iranian Rehabilitation Journal";journal;"17353602, 17353610";0,200;Q4;7;36;136;947;48;133;0,42;26,31;Iran;Middle East;"University of Social Welfare and Rehabilitation Sciences";"2006-2019";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Psychiatry and Mental Health (Q4)"
418;18684;"Psychiatric Annals";journal;"00485713";0,197;Q4;37;97;303;2172;82;208;0,26;22,39;United States;Northern America;"Slack Incorporated";"1974-1983, 1986, 1988-1989, 1992-1993, 1995-2020";"Psychiatry and Mental Health (Q4)"
419;4000151714;"Anadolu Psikiyatri Dergisi";journal;"13026631";0,196;Q4;15;128;326;3727;126;294;0,36;29,12;Turkey;Middle East;"Cukurova University, Faculty of Medicine";"2006-2020";"Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
420;19940;"Turk Psikiyatri Dergisi";journal;"13002163";0,196;Q4;26;46;179;1711;80;165;0,45;37,20;Turkey;Middle East;"Turkish Association of Nervous and Mental Health";"2003-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q4)"
421;21784;"Psychopharmakotherapie";journal;"09446877";0,195;Q4;12;26;255;413;26;134;0,24;15,88;Germany;Western Europe;"Wissenschaftliche Verlagsgesellschaft Stuttgart";"1996-2019";"Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q4)"
422;21100854153;"Current Problems of Psychiatry";journal;"23538627, 20813910";0,194;Q4;1;0;2;0;1;2;0,00;0,00;Poland;Eastern Europe;"Medical University of Lublin";"2014, 2016";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
423;14211;"Archives of Psychiatry and Psychotherapy";journal;"2083828X, 15092046";0,191;Q4;10;40;105;1387;51;95;0,52;34,68;Poland;Eastern Europe;"Polish Psychiatric Association";"2001-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
424;19987;"Zeitschrift fur Psychosomatische Medizin und Psychotherapie";journal;"14383608";0,191;Q4;28;44;119;705;47;109;0,30;16,02;Germany;Western Europe;"Vandenhoeck and Ruprecht GmbH and Co. KG";"1996-2020";"Medicine (miscellaneous) (Q3); Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
425;14173;"Forum der Psychoanalyse";journal;"14370751, 01787667";0,190;Q4;12;43;101;1129;17;82;0,17;26,26;Germany;Western Europe;"Springer Verlag";"1987-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
426;21100217604;"Siglo Cero";journal;"02101696";0,189;Q4;5;17;67;604;23;57;0,43;35,53;Spain;Western Europe;"University of Salamanca";"2012, 2015-2019";"Education (Q3); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4); Social Psychology (Q4); Social Work (Q4)"
427;12014;"Anuario de Psicologia";journal;"00665126";0,188;Q4;14;0;49;0;26;48;0,46;0,00;Spain;Western Europe;"Universitat de Barcelona";"2002-2009, 2011-2018";"Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4)"
428;5800173397;"Body, Movement and Dance in Psychotherapy";journal;"17432979";0,187;Q4;13;21;69;581;30;49;0,33;27,67;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
429;15600;"Neuropsychiatrie de l'Enfance et de l'Adolescence";journal;"02229617, 17696615";0,186;Q4;16;52;177;1524;57;159;0,35;29,31;France;Western Europe;"Elsevier Masson";"1979-2020";"Pediatrics, Perinatology and Child Health (Q3); Developmental and Educational Psychology (Q4); Psychiatry and Mental Health (Q4)"
430;21100901466;"Case Reports in Psychiatry";journal;"2090682X, 20906838";0,185;Q4;2;33;32;705;22;32;0,69;21,36;Egypt;Africa/Middle East;"Hindawi Limited";"2018-2020";"Psychiatry and Mental Health (Q4)"
431;19923;"Tijdschrift voor Psychiatrie";journal;"03037339";0,183;Q4;16;161;450;2204;90;292;0,34;13,69;Netherlands;Western Europe;"Uitgeverij Boom";"1973-2020";"Psychiatry and Mental Health (Q4)"
432;14109;"Recht und Psychiatrie";journal;"07242247";0,182;Q4;12;4;62;141;35;51;0,78;35,25;Germany;Western Europe;"Psychiatrie-Verlag GmbH";"1999-2019";"Law (Q3); Health Policy (Q4); Psychiatry and Mental Health (Q4)"
433;4700152438;"Journal of Indian Association for Child and Adolescent Mental Health";journal;"09731342";0,178;Q4;8;29;70;806;23;54;0,33;27,79;India;Asiatic Region;"Indian Association for Child and Adolescent Mental Health";"2006-2008, 2010-2019";"Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q4)"
434;18200156706;"Rorschachiana";journal;"2151206X, 11925604";0,178;Q4;6;11;31;402;11;29;0,37;36,55;United States;Northern America;"Hogrefe Publishing";"2004, 2008-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
435;15633;"Fortschritte der Neurologie Psychiatrie";journal;"14393522, 07204299";0,174;Q4;31;174;349;2576;110;216;0,56;14,80;Germany;Western Europe;"Georg Thieme Verlag";"1955-1963, 1973-2020";"Medicine (miscellaneous) (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
436;21100899503;"Transactional Analysis Journal";journal;"23295244, 03621537";0,165;Q4;1;26;33;772;8;26;0,31;29,69;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2020";"Clinical Psychology (Q4); Decision Sciences (miscellaneous) (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)"
437;4200151502;"Journal de Therapie Comportementale et Cognitive";journal;"11551704";0,164;Q4;8;21;70;857;23;55;0,46;40,81;France;Western Europe;"Elsevier Masson";"2006-2019";"Clinical Psychology (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
438;18621;"Praxis der Kinderpsychologie und Kinderpsychiatrie";journal;"00327034";0,164;Q4;19;76;163;1583;45;146;0,29;20,83;Germany;Western Europe;"Vandenhoeck and Ruprecht GmbH and Co. KG";"1961-2020";"Developmental and Educational Psychology (Q4); Psychiatry and Mental Health (Q4)"
439;17500155106;"Egyptian Journal of Neurology, Psychiatry and Neurosurgery";journal;"16878329, 11101083";0,162;Q4;8;49;93;1449;31;91;0,52;29,57;India;Asiatic Region;"Springer Nature";"2009-2016, 2018-2020";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)"
440;21100448572;"Mental Health Practice";trade journal;"2047895X, 14658720";0,162;Q4;2;0;1;0;1;1;0,00;0,00;United Kingdom;Western Europe;"RCN Publishing Company Ltd.";"2008, 2016";"Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
441;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"07179227, 00347388";0,162;Q4;13;40;98;1388;31;79;0,33;34,70;Chile;Latin America;"Sociedad de Neurologia Psiquiatria y Neurocirugia";"1948, 1974, 1979, 1981-1988, 1997-1998, 2000-2019";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)"
442;19700188600;"Activitas Nervosa Superior";journal;"18029698";0,161;Q4;11;39;36;1482;15;36;0,54;38,00;Switzerland;Western Europe;"Springer International Publishing AG";"2008-2020";"Behavioral Neuroscience (Q4); Biological Psychiatry (Q4); Cognitive Neuroscience (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
443;14869;"International Forum of Psychoanalysis";journal;"16512324, 0803706X";0,161;Q4;15;39;112;1097;17;96;0,15;28,13;United Kingdom;Western Europe;"Routledge";"1992-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
444;18500168200;"African Journal of Psychiatry (South Africa) (discontinued)";journal;"19948220";0,160;Q4;25;0;31;0;14;31;0,50;0,00;South Africa;Africa;"In House Publications";"2007-2017";"Psychiatry and Mental Health (Q4)"
445;21100902663;"Revista Brasileira de Direito Processual Penal";journal;"23593881, 2525510X";0,159;Q4;1;48;42;1773;4;42;0,10;36,94;Brazil;Latin America;"";"2018-2019";"Anthropology (Q3); Law (Q3); Sociology and Political Science (Q3); Psychiatry and Mental Health (Q4); Safety Research (Q4)"
446;19700175063;"European Journal of Mental Health";journal;"17887119, 17884934";0,158;Q4;8;11;37;530;16;36;0,26;48,18;Hungary;Eastern Europe;"Semmelweis University Inistitute of Mental Health";"2008-2019";"Health (social science) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
447;21100854898;"NeuroRegulation";journal;"23730587";0,158;Q4;6;14;49;734;21;36;0,71;52,43;United States;Northern America;"International Society for Neurofeedback &amp; Research";"2014-2019";"Applied Psychology (Q4); Behavioral Neuroscience (Q4); Biological Psychiatry (Q4); Experimental and Cognitive Psychology (Q4); Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4); Physiology (medical) (Q4); Psychiatry and Mental Health (Q4)"
448;15400154700;"Progress in Neurology and Psychiatry";journal;"13677543, 1931227X";0,158;Q4;11;31;110;116;40;74;0,35;3,74;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1946-1948, 1952-1957, 1961, 1963, 1965-1972, 2008-2020";"Neurology (Q4); Neurology (clinical) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
449;19700177331;"Zeitschrift fur Neuropsychologie";journal;"1016264X";0,158;Q4;11;19;49;911;15;41;0,20;47,95;Switzerland;Western Europe;"Hogrefe Publishing GmbH &amp; Co. KG";"1999-2003, 2010-2020";"Cognitive Neuroscience (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
450;5800173402;"Recent Patents on CNS Drug Discovery";journal;"15748898";0,156;Q4;32;0;18;0;10;17;0,00;0,00;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2016";"Drug Discovery (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
451;19332;"Salud Mental";journal;"01853325";0,156;Q4;23;39;71;1351;31;60;0,58;34,64;Mexico;Latin America;"Instituto Nacional de Psiquiatria Ramon de la Fuente";"1995-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
452;4500151531;"Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie";journal;"16642929, 16614747";0,156;Q4;22;28;96;1159;36;90;0,43;41,39;Switzerland;Western Europe;"Hogrefe Publishing";"2006-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
453;19700201503;"Dusunen Adam";journal;"10188681, 13095749";0,154;Q4;10;42;156;1385;50;131;0,43;32,98;Turkey;Middle East;"Bakirkoy Research and Training Hospital for Psychiatry, Neurology and Neurosurgery";"2011-2019";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
454;5100155040;"Psychiatria i Psychologia Kliniczna";journal;"16446313";0,154;Q4;6;38;125;1483;48;120;0,49;39,03;Poland;Eastern Europe;"Medical Communications";"2006-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
455;14862;"Ceska a Slovenska Psychiatrie";journal;"12120383";0,153;Q4;8;42;134;885;28;97;0,29;21,07;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1995-2019";"Psychiatry and Mental Health (Q4)"
456;21100911928;"Rassegna di Psicologia";journal;"11255196, 19744854";0,153;Q4;3;13;55;727;17;55;0,19;55,92;Italy;Western Europe;"Edizioni Nuova Cultura";"2016-2019";"Behavioral Neuroscience (Q4); Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4)"
457;19300157020;"Adiktologie";journal;"12133841";0,152;Q4;6;1;88;42;29;74;0,47;42,00;Czech Republic;Eastern Europe;"Sdruzeni SCAN";"2009-2019";"Psychiatry and Mental Health (Q4)"
458;110337;"Zhurnal Nevrologii i Psikhiatrii imeni S.S. Korsakova";journal;"00444588, 19977298";0,150;Q4;14;397;1153;11879;413;1132;0,38;29,92;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1952-2020";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
459;21100782803;"Current Psychopharmacology";journal;"22115560, 22115579";0,149;Q4;3;0;16;0;5;16;0,00;0,00;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2012, 2015-2016";"Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
460;19900191978;"European Journal of Psychotherapy and Counselling";journal;"14695901, 13642537";0,145;Q4;11;21;80;449;25;67;0,34;21,38;United Kingdom;Western Europe;"Routledge";"2010-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
461;19200157024;"Revista Latinoamericana de Psicopatologia Fundamental";journal;"19840381, 14154714";0,144;Q4;7;39;149;1099;11;118;0,10;28,18;Brazil;Latin America;"Associacao Universitaria de Pesquisa em Psicopatologia Fundamental";"2008-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
462;21100805728;"Nevrologiya, Neiropsikhiatriya, Psikhosomatika";journal;"20742711, 23101342";0,143;Q4;5;114;260;4212;132;260;0,55;36,95;Russian Federation;Eastern Europe;"Ima-Press Publishing House";"2016-2019";"Clinical Psychology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
463;19700188358;"Current Psychiatry";journal;"15378276";0,142;Q4;9;109;358;1721;60;251;0,29;15,79;United States;Northern America;"Quadrant Healthcom Inc.";"2011-2019";"Psychiatry and Mental Health (Q4)"
464;14068;"Psychotherapies";journal;"0251737X";0,141;Q4;7;24;84;540;7;66;0,10;22,50;Switzerland;Western Europe;"Editions Medecine et Hygiene";"1990-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
465;16858;"L.O.G.O.S. Interdisziplinair";journal;"0944405X";0,140;Q4;6;30;69;381;6;50;0,13;12,70;Germany;Western Europe;"Urban und Fischer Verlag Jena";"2004-2019";"Biological Psychiatry (Q4); Psychiatry and Mental Health (Q4)"
466;19700174949;"Postepy Psychiatrii i Neurologii";journal;"12302813";0,140;Q4;6;31;85;1280;19;74;0,21;41,29;Poland;Eastern Europe;"Instytut Psychiatrii I Neurologii";"2007-2019";"Clinical Psychology (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
467;10900153310;"Psicologia Clinica";journal;"01035665";0,138;Q4;8;30;87;887;10;78;0,12;29,57;Brazil;Latin America;"Pontificia Universidade Catolica do Rio de Janeiro";"2007-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
468;60873;"Psychiatria Hungarica";journal;"02377896";0,137;Q4;11;39;100;0;19;96;0,06;0,00;Hungary;Eastern Europe;"Magyar Pszichiatriai Tarsasag Tudomanyos Folyoirata";"1999-2000, 2005-2020";"Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)"
469;14774;"Sante Mentale au Quebec";journal;"17083923, 03836320";0,137;Q4;11;8;95;241;27;85;0,38;30,13;Canada;Northern America;"Revue Sante Mentale au Quebec SMQ";"1990-1998, 2004-2019";"Clinical Psychology (Q4); Medicine (miscellaneous) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
470;17700156303;"Neuromethods";book series;"19406045, 08932336";0,135;Q4;17;124;628;4683;197;51;11,67;37,77;United States;Northern America;"Humana Press";"2009-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Neuroscience (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)"
471;12100157171;"Psychiatria";journal;"17329841";0,134;Q4;6;15;115;360;14;110;0,10;24,00;Poland;Eastern Europe;"Via Medica";"2008-2019";"Psychiatry and Mental Health (Q4)"
472;21100792739;"Psychiatry, Psychotherapy and Clinical Psychology";journal;"24142212, 22201122";0,134;Q4;1;56;174;934;9;174;0,05;16,68;Belarus;Eastern Europe;"";"2016-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
473;21100220152;"Revista Espanola de Drogodependencias";journal;"02137615";0,133;Q4;4;23;103;720;17;95;0,19;31,30;Spain;Western Europe;"Associacion Espanola de Estudio en Drogodependencias";"2012-2019";"Psychiatry and Mental Health (Q4)"
474;21100392550;"Revista Mexicana de Trastornos Alimentarios";journal;"20071523";0,133;Q4;5;0;41;0;20;39;0,38;0,00;Netherlands;Western Europe;"Elsevier BV";"2011, 2014-2017, 2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
475;21100200809;"Middle East Current Psychiatry";journal;"20905408, 20905416";0,132;Q4;6;8;94;275;21;92;0,18;34,38;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2011-2020";"Psychiatry and Mental Health (Q4)"
476;21100930074;"Computer Science Research Notes";journal;"24644625, 24644617";0,131;Q4;2;0;113;0;23;107;0,21;0,00;Czech Republic;Eastern Europe;"University of West Bohemia";"2017-2018";"Psychiatry and Mental Health (Q4)"
477;21100784273;"Journal of Intellectual Disability - Diagnosis and Treatment";journal;"22922598";0,131;Q4;6;28;72;844;167;69;2,40;30,14;Canada;Northern America;"Lifescience Global";"2013-2019";"Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Health (social science) (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
478;19500157813;"Suchttherapie";journal;"1439989X, 14399903";0,131;Q4;11;30;96;675;22;70;0,33;22,50;Germany;Western Europe;"Georg Thieme Verlag";"2000-2020";"Applied Psychology (Q4); Psychiatry and Mental Health (Q4)"
479;21100867371;"Sleep Medicine Research";journal;"20939175, 22338853";0,130;Q4;1;18;21;621;4;21;0,19;34,50;South Korea;Asiatic Region;"Korean Society of Sleep Medicine";"2018-2019";"Neurology (Q4); Neurology (clinical) (Q4); Physiology (medical) (Q4); Psychiatry and Mental Health (Q4); Pulmonary and Respiratory Medicine (Q4)"
480;19863;"Socijalna Psihijatrija";journal;"03037908";0,130;Q4;6;11;59;577;6;57;0,08;52,45;Croatia;Eastern Europe;"Medicinska Naklada";"2000-2019";"Psychiatry and Mental Health (Q4)"
481;145694;"Ethical Human Psychology and Psychiatry";journal;"15594343";0,129;Q4;14;11;52;345;7;37;0,40;31,36;United States;Northern America;"Springer Publishing Company";"2004-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
482;21100889413;"Language and Psychoanalysis";journal;"2049324X";0,129;Q4;1;3;8;140;4;8;0,50;46,67;United Kingdom;Western Europe;"University of Edinburgh";"2018-2019";"Linguistics and Language (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
483;144836;"Scandinavian Psychoanalytic Review";journal;"01062301";0,128;Q4;9;12;58;461;10;53;0,22;38,42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
484;6800153105;"Mentalhigiene es Pszichoszomatika";journal;"17863759, 14198126";0,127;Q4;10;18;54;1111;13;53;0,17;61,72;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2019";"Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
485;19700168717;"African Journal of Drug and Alcohol Studies";journal;"15314065";0,126;Q4;7;0;38;0;9;38;0,12;0,00;Nigeria;Africa;"African Center for Research and Information on Substance Abuse";"2009-2018";"Psychiatry and Mental Health (Q4)"
486;21100854344;"Clinical Neuropsychopharmacology and Therapeutics";journal;"18848826";0,125;Q4;1;0;1;0;0;1;0,00;0,00;Japan;Asiatic Region;"Japanese Society of Clinical Neuropsychopharmacology";"2015-2016";"Neurology (clinical) (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
487;13398;"Psyche (discontinued)";journal;"00332623";0,124;Q4;17;0;89;0;13;78;0,09;0,00;Germany;Western Europe;"Verlag Klett-Cotta";"1946-1947, 1951-2017";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
488;15784;"Psychiatrie de l'Enfant (discontinued)";journal;"0079726X";0,123;Q4;14;0;63;0;9;63;0,09;0,00;France;Western Europe;"Presses Universitaires de France";"1971-2018";"Developmental and Educational Psychology (Q4); Psychiatry and Mental Health (Q4)"
489;5300152517;"International Journal on Disability and Human Development";journal;"21910367, 21911231";0,122;Q4;24;2;158;79;43;146;0,20;39,50;Germany;Western Europe;"Nova Science Publishers, Inc.";"1999-2003, 2005-2019";"Advanced and Specialized Nursing (Q4); Geriatrics and Gerontology (Q4); Psychiatry and Mental Health (Q4); Rehabilitation (Q4); Sensory Systems (Q4); Speech and Hearing (Q4)"
490;64325;"Psychotropes (discontinued)";journal;"07159684, 12452092";0,122;Q4;7;0;42;0;4;35;0,15;0,00;Belgium;Western Europe;"Boeck Universite";"1983-1993, 2001-2017";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
